time, Quad.Est.E.Pos, Quad.Est.S.Z
9.305130,0.073587,0.314850
9.310132,0.073368,0.314964
9.315134,0.072990,0.315136
9.320136,0.072764,0.315251
9.325138,0.072441,0.315425
9.330140,0.072263,0.315541
9.335142,0.071963,0.315716
9.340144,0.071768,0.315834
9.345146,0.071481,0.316011
9.350148,0.071305,0.316129
9.355150,0.071059,0.316307
9.360152,0.070923,0.316427
9.365154,0.070727,0.316607
9.370156,0.070590,0.316727
9.375158,0.070438,0.316909
9.380160,0.070308,0.317031
9.385162,0.070168,0.317214
9.390164,0.069966,0.317337
9.395166,0.069840,0.317522
9.400168,0.069739,0.317646
9.405170,0.081935,0.314900
9.410172,0.081953,0.315014
9.415174,0.081984,0.315186
9.420177,0.082007,0.315301
9.425179,0.082067,0.315475
9.430181,0.082102,0.315591
9.435183,0.082158,0.315766
9.440185,0.082193,0.315884
9.445187,0.082216,0.316060
9.450189,0.082228,0.316179
9.455191,0.082256,0.316357
9.460193,0.082289,0.316477
9.465195,0.082332,0.316657
9.470197,0.082380,0.316777
9.475199,0.082416,0.316959
9.480201,0.082385,0.317081
9.485203,0.082401,0.317264
9.490205,0.082465,0.317387
9.495207,0.082517,0.317572
9.500209,0.082556,0.317696
9.505211,0.098698,0.314949
9.510213,0.098856,0.315063
9.515215,0.099120,0.315235
9.520217,0.099314,0.315350
9.525219,0.099614,0.315524
9.530221,0.099822,0.315640
9.535223,0.100101,0.315815
9.540225,0.100294,0.315932
9.545227,0.100569,0.316109
9.550229,0.100752,0.316228
9.555231,0.101023,0.316406
9.560233,0.101206,0.316525
9.565235,0.101476,0.316705
9.570237,0.101708,0.316826
9.575239,0.102019,0.317008
9.580241,0.102231,0.317129
9.585243,0.102538,0.317313
9.590245,0.102754,0.317435
9.595247,0.103095,0.317620
9.600249,0.103331,0.317744
9.605251,0.127465,0.314997
9.610253,0.127920,0.315111
9.615255,0.128618,0.315283
9.620257,0.129082,0.315398
9.625259,0.129814,0.315572
9.630261,0.130312,0.315688
9.635263,0.131055,0.315863
9.640265,0.131548,0.315980
9.645267,0.132290,0.316157
9.650270,0.132768,0.316275
9.655272,0.133467,0.316454
9.660274,0.133905,0.316573
9.665276,0.134569,0.316753
9.670278,0.135019,0.316874
9.675280,0.135674,0.317055
9.680282,0.136133,0.317177
9.685284,0.136808,0.317360
9.690286,0.137268,0.317483
9.695288,0.137975,0.317668
9.700290,0.138450,0.317792
9.705292,0.166196,0.315044
9.710294,0.166535,0.315158
9.715296,0.167030,0.315330
9.720298,0.167360,0.315445
9.725300,0.167861,0.315618
9.730302,0.168196,0.315735
9.735304,0.168722,0.315910
9.740306,0.169084,0.316027
9.745308,0.169606,0.316204
9.750310,0.169979,0.316322
9.755312,0.170526,0.316500
9.760314,0.170884,0.316620
9.765316,0.171384,0.316800
9.770318,0.171725,0.316920
9.775320,0.172256,0.317102
9.780322,0.172624,0.317223
9.785324,0.173149,0.317407
9.790326,0.173485,0.317529
9.795328,0.173994,0.317714
9.800330,0.174341,0.317838
9.805332,0.179344,0.315090
9.810334,0.179701,0.315204
9.815336,0.180264,0.315376
9.820338,0.180638,0.315491
9.825340,0.181200,0.315664
9.830342,0.181556,0.315780
9.835344,0.182073,0.315955
9.840346,0.182436,0.316073
9.845348,0.182990,0.316249
9.850350,0.183378,0.316368
9.855352,0.183970,0.316546
9.860354,0.184382,0.316665
9.865356,0.185024,0.316845
9.870358,0.185466,0.316966
9.875360,0.186153,0.317147
9.880363,0.186625,0.317269
9.885365,0.187324,0.317452
9.890367,0.187781,0.317575
9.895369,0.188487,0.317760
9.900371,0.188938,0.317883
9.905373,0.154365,0.315134
9.910375,0.154605,0.315249
9.915377,0.155022,0.315420
9.920379,0.155311,0.315535
9.925381,0.155768,0.315709
9.930383,0.156082,0.315825
9.935385,0.156558,0.316000
9.940387,0.156898,0.316117
9.945389,0.157418,0.316294
9.950391,0.157764,0.316412
9.955393,0.158329,0.316590
9.960395,0.158729,0.316710
9.965397,0.159302,0.316890
9.970399,0.159714,0.317010
9.975401,0.160345,0.317192
9.980403,0.160801,0.317313
9.985405,0.161463,0.317496
9.990407,0.161888,0.317619
9.995409,0.162540,0.317804
10.000411,0.162954,0.317928
10.005413,0.148765,0.315178
10.010415,0.149151,0.315292
10.015417,0.149763,0.315464
10.020419,0.150159,0.315579
10.025421,0.150713,0.315753
10.030423,0.151090,0.315869
10.035425,0.151627,0.316044
10.040427,0.152008,0.316161
10.045429,0.152567,0.316338
10.050431,0.152940,0.316456
10.055433,0.153469,0.316634
10.060435,0.153822,0.316753
10.065437,0.154320,0.316933
10.070439,0.154686,0.317054
10.075441,0.155240,0.317235
10.080443,0.155605,0.317357
10.085445,0.156132,0.317540
10.090447,0.156429,0.317663
10.095449,0.156937,0.317847
10.100451,0.157254,0.317971
10.105453,0.097225,0.315221
10.110456,0.097194,0.315335
10.115458,0.097165,0.315507
10.120460,0.097119,0.315622
10.125462,0.097073,0.315795
10.130464,0.097021,0.315912
10.135466,0.096946,0.316087
10.140468,0.096901,0.316204
10.145470,0.096832,0.316380
10.150472,0.096780,0.316498
10.155474,0.096702,0.316677
10.160476,0.096658,0.316796
10.165478,0.096566,0.316976
10.170480,0.096491,0.317096
10.175482,0.096407,0.317278
10.180484,0.096326,0.317399
10.185486,0.096243,0.317582
10.190488,0.096206,0.317705
10.195490,0.096123,0.317890
10.200492,0.096052,0.318014
10.205494,0.031930,0.315263
10.210496,0.031773,0.315377
10.215498,0.031407,0.315549
10.220500,0.031154,0.315664
10.225502,0.030797,0.315837
10.230504,0.030584,0.315953
10.235506,0.030247,0.316128
10.240508,0.030020,0.316245
10.245510,0.029725,0.316422
10.250512,0.029574,0.316540
10.255514,0.029386,0.316718
10.260516,0.029298,0.316838
10.265518,0.029194,0.317017
10.270520,0.028985,0.317138
10.275522,0.028897,0.317319
10.280524,0.028826,0.317441
10.285526,0.028769,0.317624
10.290528,0.028741,0.317746
10.295530,0.028740,0.317931
10.300532,0.028818,0.318055
10.305534,0.052730,0.315304
10.310536,0.052341,0.315418
10.315538,0.051768,0.315590
10.320540,0.051397,0.315705
10.325542,0.050820,0.315878
10.330544,0.050423,0.315994
10.335546,0.049827,0.316169
10.340549,0.049421,0.316286
10.345551,0.048827,0.316463
10.350553,0.048425,0.316581
10.355555,0.047816,0.316759
10.360557,0.047418,0.316878
10.365559,0.046787,0.317058
10.370561,0.046378,0.317178
10.375563,0.045722,0.317360
10.380565,0.045265,0.317481
10.385567,0.044583,0.317664
10.390569,0.044104,0.317787
10.395571,0.043410,0.317972
10.400573,0.042922,0.318095
10.405575,0.051600,0.315344
10.410577,0.051104,0.315458
10.415579,0.050350,0.315630
10.420581,0.049849,0.315745
10.425583,0.049117,0.315918
10.430585,0.048613,0.316034
10.435587,0.047867,0.316209
10.440589,0.047363,0.316326
10.445591,0.046593,0.316502
10.450593,0.046080,0.316621
10.455595,0.045312,0.316799
10.460597,0.044794,0.316918
10.465599,0.044017,0.317098
10.470601,0.043531,0.317218
10.475603,0.042753,0.317399
10.480605,0.042217,0.317521
10.485607,0.041478,0.317704
10.490609,0.040940,0.317826
10.495611,0.040224,0.318011
10.500613,0.039713,0.318135
10.505615,0.020367,0.315383
10.510617,0.019382,0.315497
10.515619,0.017920,0.315669
10.520621,0.016897,0.315784
10.525623,0.015397,0.315957
10.530625,0.014351,0.316073
10.535627,0.012773,0.316248
10.540629,0.011717,0.316365
10.545631,0.010199,0.316541
10.550633,0.009210,0.316659
10.555635,0.007769,0.316837
10.560637,0.006916,0.316957
10.565639,0.005812,0.317136
10.570642,0.005332,0.317257
10.575644,0.005127,0.317438
10.580646,0.005520,0.317560
10.585648,0.006498,0.317743
10.590650,0.007408,0.317865
10.595652,0.009042,0.318050
10.600654,0.010213,0.318174
10.605656,0.070732,0.315421
10.610658,0.070278,0.315535
10.615660,0.069726,0.315707
10.620662,0.069441,0.315822
10.625664,0.068946,0.315995
10.630666,0.068581,0.316111
10.635668,0.068183,0.316286
10.640670,0.067905,0.316403
10.645672,0.067673,0.316579
10.650674,0.067545,0.316697
10.655676,0.067421,0.316875
10.660678,0.067361,0.316995
10.665680,0.067369,0.317174
10.670682,0.067281,0.317295
10.675684,0.067402,0.317476
10.680686,0.067298,0.317597
10.685688,0.067508,0.317780
10.690690,0.067475,0.317903
10.695692,0.067771,0.318088
10.700694,0.067815,0.318211
10.705696,0.036654,0.315459
10.710698,0.037147,0.315572
10.715700,0.038036,0.315744
10.720702,0.038742,0.315859
10.725704,0.039764,0.316032
10.730706,0.040380,0.316148
10.735708,0.041567,0.316323
10.740710,0.042456,0.316440
10.745712,0.043708,0.316616
10.750714,0.044571,0.316735
10.755716,0.045926,0.316913
10.760718,0.046793,0.317032
10.765720,0.048222,0.317211
10.770722,0.049167,0.317332
10.775724,0.050672,0.317513
10.780726,0.051556,0.317634
10.785728,0.053095,0.317817
10.790730,0.054264,0.317940
10.795732,0.055888,0.318125
10.800735,0.057034,0.318248
10.805737,0.065713,0.315495
10.810739,0.066872,0.315609
10.815741,0.068587,0.315781
10.820743,0.069803,0.315895
10.825745,0.071542,0.316069
10.830747,0.072699,0.316185
10.835749,0.074546,0.316359
10.840751,0.075808,0.316476
10.845753,0.077711,0.316653
10.850755,0.079003,0.316771
10.855757,0.080971,0.316949
10.860759,0.082280,0.317068
10.865761,0.084267,0.317248
10.870763,0.085687,0.317368
10.875765,0.087705,0.317549
10.880767,0.089117,0.317671
10.885769,0.091207,0.317854
10.890771,0.092676,0.317976
10.895773,0.094805,0.318161
10.900775,0.096261,0.318284
10.905777,0.077696,0.315531
10.910779,0.079194,0.315645
10.915781,0.081366,0.315816
10.920783,0.082855,0.315931
10.925785,0.085082,0.316104
10.930787,0.086566,0.316220
10.935789,0.088827,0.316395
10.940791,0.090367,0.316512
10.945793,0.092670,0.316688
10.950795,0.094212,0.316806
10.955797,0.096490,0.316984
10.960799,0.098027,0.317104
10.965801,0.100357,0.317283
10.970803,0.101918,0.317403
10.975805,0.104287,0.317585
10.980807,0.105871,0.317706
10.985809,0.108255,0.317889
10.990811,0.109861,0.318012
10.995813,0.112254,0.318196
11.000815,0.113877,0.318320
11.005817,0.061615,0.315566
11.010819,0.062084,0.315679
11.015821,0.062812,0.315851
11.020823,0.063430,0.315966
11.025826,0.064234,0.316139
11.030828,0.064823,0.316255
11.035830,0.065727,0.316430
11.040832,0.066355,0.316547
11.045834,0.067360,0.316723
11.050836,0.068067,0.316841
11.055838,0.069166,0.317019
11.060840,0.069918,0.317138
11.065842,0.071089,0.317318
11.070844,0.071926,0.317438
11.075846,0.073170,0.317619
11.080848,0.074026,0.317741
11.085850,0.075359,0.317924
11.090852,0.076315,0.318046
11.095854,0.077720,0.318231
11.100856,0.078902,0.318354
11.105858,0.070613,0.315600
11.110860,0.070625,0.315714
11.115862,0.070710,0.315885
11.120864,0.070791,0.316000
11.125866,0.070954,0.316173
11.130868,0.071070,0.316289
11.135870,0.071307,0.316464
11.140872,0.071522,0.316581
11.145874,0.071808,0.316757
11.150876,0.072033,0.316875
11.155878,0.072416,0.317053
11.160880,0.072712,0.317172
11.165882,0.073193,0.317352
11.170884,0.073480,0.317472
11.175886,0.074031,0.317653
11.180888,0.074375,0.317775
11.185890,0.074974,0.317958
11.190892,0.075380,0.318080
11.195894,0.076038,0.318265
11.200896,0.076405,0.318388
11.205898,0.052086,0.315633
11.210900,0.051670,0.315747
11.215902,0.051018,0.315919
11.220904,0.050594,0.316033
11.225906,0.049949,0.316206
11.230908,0.049599,0.316322
11.235910,0.049052,0.316497
11.240912,0.048746,0.316614
11.245914,0.048315,0.316790
11.250916,0.048048,0.316908
11.255919,0.047677,0.317086
11.260921,0.047427,0.317205
11.265923,0.047082,0.317385
11.270925,0.046869,0.317505
11.275927,0.046593,0.317686
11.280929,0.046445,0.317808
11.285931,0.046283,0.317991
11.290933,0.046204,0.318113
11.295935,0.046116,0.318298
11.300937,0.046074,0.318421
11.305939,0.040684,0.315666
11.310941,0.040629,0.315780
11.315943,0.040593,0.315951
11.320945,0.040593,0.316066
11.325947,0.040671,0.316239
11.330949,0.040791,0.316355
11.335951,0.041037,0.316530
11.340953,0.041263,0.316647
11.345955,0.041661,0.316823
11.350957,0.041949,0.316941
11.355959,0.042429,0.317119
11.360961,0.042788,0.317238
11.365963,0.043357,0.317418
11.370965,0.043755,0.317538
11.375967,0.044411,0.317719
11.380969,0.044885,0.317840
11.385971,0.045660,0.318023
11.390973,0.046211,0.318145
11.395975,0.047083,0.318330
11.400977,0.047693,0.318454
11.405979,0.041174,0.315698
11.410981,0.041830,0.315812
11.415983,0.042868,0.315983
11.420985,0.043593,0.316098
11.425987,0.044722,0.316271
11.430989,0.045500,0.316387
11.435991,0.046716,0.316562
11.440993,0.047552,0.316679
11.445995,0.048814,0.316855
11.450997,0.049686,0.316973
11.455999,0.051035,0.317151
11.461001,0.051993,0.317270
11.466003,0.053465,0.317449
11.471005,0.054467,0.317569
11.476007,0.056056,0.317751
11.481009,0.057184,0.317872
11.486012,0.058873,0.318055
11.491014,0.060038,0.318177
11.496016,0.061797,0.318362
11.501018,0.062923,0.318485
11.506020,0.040566,0.315729
11.511022,0.041151,0.315843
11.516024,0.042074,0.316014
11.521026,0.042699,0.316129
11.526028,0.043676,0.316302
11.531030,0.044372,0.316418
11.536032,0.045426,0.316593
11.541034,0.046161,0.316710
11.546036,0.047279,0.316886
11.551038,0.048035,0.317004
11.556040,0.049203,0.317182
11.561042,0.050012,0.317301
11.566044,0.051275,0.317480
11.571046,0.052151,0.317601
11.576048,0.053449,0.317782
11.581050,0.054331,0.317903
11.586052,0.055703,0.318086
11.591054,0.056615,0.318208
11.596056,0.058048,0.318393
11.601058,0.059018,0.318516
11.606060,0.033970,0.315760
11.611062,0.034844,0.315873
11.616064,0.036144,0.316045
11.621066,0.037040,0.316160
11.626068,0.038316,0.316333
11.631070,0.039188,0.316449
11.636072,0.040512,0.316623
11.641074,0.041421,0.316740
11.646076,0.042810,0.316916
11.651078,0.043752,0.317034
11.656080,0.045183,0.317212
11.661082,0.046147,0.317331
11.666084,0.047598,0.317511
11.671086,0.048613,0.317631
11.676088,0.050155,0.317812
11.681090,0.051209,0.317933
11.686092,0.052843,0.318116
11.691094,0.053983,0.318238
11.696096,0.055686,0.318423
11.701098,0.056860,0.318546
11.706100,0.048877,0.315790
11.711102,0.049507,0.315903
11.716105,0.050516,0.316075
11.721107,0.051226,0.316190
11.726109,0.052336,0.316363
11.731111,0.053117,0.316478
11.736113,0.054318,0.316653
11.741115,0.055140,0.316770
11.746117,0.056406,0.316946
11.751119,0.057264,0.317064
11.756121,0.058587,0.317242
11.761123,0.059476,0.317361
11.766125,0.060852,0.317540
11.771127,0.061799,0.317661
11.776129,0.063278,0.317842
11.781131,0.064250,0.317963
11.786133,0.065730,0.318146
11.791135,0.066740,0.318268
11.796137,0.068276,0.318452
11.801139,0.069309,0.318576
11.806141,0.052420,0.315819
11.811143,0.053034,0.315933
11.816145,0.053954,0.316104
11.821147,0.054546,0.316219
11.826149,0.055492,0.316392
11.831151,0.056149,0.316508
11.836153,0.057120,0.316682
11.841155,0.057758,0.316799
11.846157,0.058710,0.316975
11.851159,0.059345,0.317093
11.856161,0.060334,0.317271
11.861163,0.061038,0.317390
11.866165,0.062145,0.317569
11.871167,0.062902,0.317690
11.876169,0.064043,0.317871
11.881171,0.064808,0.317992
11.886173,0.065973,0.318175
11.891175,0.066789,0.318297
11.896177,0.068022,0.318481
11.901179,0.068873,0.318605
11.906181,0.081315,0.315847
11.911183,0.081866,0.315961
11.916185,0.082711,0.316132
11.921187,0.083264,0.316247
11.926189,0.084140,0.316420
11.931191,0.084753,0.316536
11.936193,0.085633,0.316711
11.941195,0.086194,0.316827
11.946198,0.087097,0.317003
11.951200,0.087703,0.317121
11.956202,0.088642,0.317299
11.961204,0.089287,0.317418
11.966206,0.090245,0.317598
11.971208,0.090963,0.317718
11.976210,0.091980,0.317899
11.981212,0.092753,0.318020
11.986214,0.093853,0.318203
11.991216,0.094600,0.318325
11.996218,0.095713,0.318510
12.001220,0.096461,0.318633
12.006222,0.036138,0.315875
12.011224,0.036430,0.315989
12.016226,0.036564,0.316160
12.021228,0.036737,0.316275
12.026230,0.036882,0.316448
12.031232,0.036992,0.316564
12.036234,0.037177,0.316738
12.041236,0.037352,0.316855
12.046238,0.037554,0.317031
12.051240,0.037718,0.317149
12.056242,0.037993,0.317327
12.061244,0.038265,0.317446
12.066246,0.038625,0.317625
12.071248,0.038935,0.317745
12.076250,0.039372,0.317926
12.081252,0.039479,0.318048
12.086254,0.039935,0.318230
12.091256,0.040367,0.318353
12.096258,0.040901,0.318537
12.101260,0.041167,0.318661
12.106262,0.039956,0.315902
12.111264,0.040316,0.316016
12.116266,0.040174,0.316187
12.121268,0.039936,0.316302
12.126270,0.039795,0.316475
12.131272,0.039522,0.316591
12.136274,0.039419,0.316765
12.141276,0.039362,0.316882
12.146278,0.039227,0.317058
12.151280,0.039115,0.317176
12.156282,0.038946,0.317354
12.161284,0.038708,0.317473
12.166286,0.038490,0.317652
12.171288,0.038455,0.317772
12.176291,0.038267,0.317953
12.181293,0.038192,0.318075
12.186295,0.037985,0.318257
12.191297,0.038412,0.318380
12.196299,0.038300,0.318564
12.201301,0.038212,0.318687
12.206303,0.065427,0.315929
12.211305,0.065946,0.316043
12.216307,0.066739,0.316214
12.221309,0.067251,0.316329
12.226311,0.068098,0.316502
12.231313,0.068662,0.316617
12.236315,0.069524,0.316792
12.241317,0.070113,0.316909
12.246319,0.071021,0.317085
12.251321,0.071641,0.317203
12.256323,0.072572,0.317380
12.261325,0.073204,0.317499
12.266327,0.074169,0.317679
12.271329,0.074827,0.317799
12.276331,0.075809,0.317980
12.281333,0.076450,0.318101
12.286335,0.077421,0.318284
12.291337,0.078056,0.318406
12.296339,0.079042,0.318590
12.301341,0.079726,0.318714
12.306343,0.105251,0.315955
12.311345,0.106076,0.316069
12.316347,0.107330,0.316240
12.321349,0.108160,0.316355
12.326351,0.109425,0.316527
12.331353,0.110268,0.316643
12.336355,0.111565,0.316818
12.341357,0.112425,0.316935
12.346359,0.113707,0.317111
12.351361,0.114570,0.317228
12.356363,0.115878,0.317406
12.361365,0.116754,0.317525
12.366367,0.118055,0.317704
12.371369,0.118915,0.317825
12.376371,0.120187,0.318006
12.381373,0.121040,0.318127
12.386375,0.122322,0.318309
12.391377,0.123178,0.318432
12.396379,0.124450,0.318616
12.401381,0.125284,0.318739
12.406384,0.101131,0.315980
12.411386,0.102028,0.316094
12.416388,0.103304,0.316265
12.421390,0.104210,0.316380
12.426392,0.105524,0.316553
12.431394,0.106401,0.316669
12.436396,0.107719,0.316843
12.441398,0.108576,0.316960
12.446400,0.109847,0.317136
12.451402,0.110655,0.317254
12.456404,0.111861,0.317431
12.461406,0.112686,0.317550
12.466408,0.113886,0.317730
12.471410,0.114702,0.317850
12.476412,0.115930,0.318031
12.481414,0.116669,0.318152
12.486416,0.117884,0.318335
12.491418,0.118573,0.318457
12.496420,0.119749,0.318641
12.501422,0.120492,0.318765
12.506424,0.088088,0.316005
12.511426,0.088629,0.316119
12.516428,0.089468,0.316290
12.521430,0.090012,0.316405
12.526432,0.090847,0.316578
12.531434,0.091415,0.316693
12.536436,0.092264,0.316868
12.541438,0.092836,0.316985
12.546440,0.093655,0.317161
12.551442,0.094178,0.317278
12.556444,0.094977,0.317456
12.561446,0.095500,0.317575
12.566448,0.096301,0.317754
12.571450,0.096855,0.317874
12.576452,0.097662,0.318055
12.581454,0.098294,0.318177
12.586456,0.099073,0.318359
12.591458,0.099651,0.318481
12.596460,0.100460,0.318666
12.601462,0.101071,0.318789
12.606464,0.127406,0.316029
12.611466,0.127931,0.316143
12.616468,0.128764,0.316314
12.621470,0.129358,0.316429
12.626472,0.130225,0.316602
12.631474,0.130772,0.316718
12.636477,0.131694,0.316892
12.641479,0.132303,0.317009
12.646481,0.133247,0.317185
12.651483,0.133881,0.317303
12.656485,0.134878,0.317480
12.661487,0.135532,0.317599
12.666489,0.136545,0.317779
12.671491,0.137249,0.317899
12.676493,0.138247,0.318080
12.681495,0.138878,0.318201
12.686497,0.139861,0.318383
12.691499,0.140583,0.318505
12.696501,0.141602,0.318690
12.701503,0.142236,0.318813
12.706505,0.134261,0.316053
12.711507,0.134910,0.316167
12.716509,0.135820,0.316338
12.721511,0.136408,0.316453
12.726513,0.137300,0.316625
12.731515,0.137912,0.316741
12.736517,0.138792,0.316916
12.741519,0.139366,0.317032
12.746521,0.140237,0.317208
12.751523,0.140810,0.317326
12.756525,0.141695,0.317504
12.761527,0.142251,0.317623
12.766529,0.143090,0.317802
12.771531,0.143664,0.317922
12.776533,0.144554,0.318103
12.781535,0.145129,0.318224
12.786537,0.145993,0.318407
12.791539,0.146581,0.318529
12.796541,0.147453,0.318713
12.801543,0.148053,0.318837
12.806545,0.128562,0.316076
12.811547,0.129035,0.316190
12.816549,0.129821,0.316361
12.821551,0.130451,0.316476
12.826553,0.131180,0.316649
12.831555,0.131682,0.316764
12.836557,0.132365,0.316939
12.841559,0.132832,0.317055
12.846561,0.133549,0.317231
12.851563,0.134040,0.317349
12.856565,0.134756,0.317527
12.861567,0.135176,0.317646
12.866570,0.135888,0.317825
12.871572,0.136376,0.317945
12.876574,0.137068,0.318126
12.881576,0.137515,0.318247
12.886578,0.138209,0.318430
12.891580,0.138572,0.318552
12.896582,0.139228,0.318736
12.901584,0.139581,0.318860
12.906586,0.122195,0.316099
12.911588,0.122613,0.316213
12.916590,0.123102,0.316384
12.921592,0.123524,0.316498
12.926594,0.123994,0.316671
12.931596,0.124389,0.316787
12.936598,0.124787,0.316961
12.941600,0.125026,0.317078
12.946602,0.125442,0.317254
12.951604,0.125727,0.317372
12.956606,0.126192,0.317549
12.961608,0.126507,0.317668
12.966610,0.126908,0.317848
12.971612,0.127114,0.317968
12.976614,0.127470,0.318149
12.981616,0.127664,0.318270
12.986618,0.127959,0.318452
12.991620,0.128126,0.318574
12.996622,0.128431,0.318759
13.001624,0.128740,0.318882
13.006626,0.123375,0.316121
13.011628,0.123733,0.316235
13.016630,0.124129,0.316406
13.021632,0.124292,0.316521
13.026634,0.124711,0.316693
13.031636,0.125012,0.316809
13.036638,0.125421,0.316983
13.041640,0.125682,0.317100
13.046642,0.126004,0.317276
13.051644,0.126202,0.317394
13.056646,0.126500,0.317572
13.061648,0.126708,0.317690
13.066650,0.127008,0.317870
13.071652,0.127187,0.317990
13.076654,0.127478,0.318171
13.081656,0.127602,0.318292
13.086658,0.127795,0.318474
13.091660,0.127891,0.318596
13.096663,0.128065,0.318781
13.101665,0.128242,0.318904
13.106667,0.092217,0.316143
13.111669,0.091957,0.316256
13.116671,0.091622,0.316428
13.121673,0.091384,0.316542
13.126675,0.091029,0.316715
13.131677,0.090775,0.316831
13.136679,0.090412,0.317005
13.141681,0.090174,0.317122
13.146683,0.089796,0.317298
13.151685,0.089544,0.317416
13.156687,0.089181,0.317593
13.161689,0.088957,0.317712
13.166691,0.088594,0.317891
13.171693,0.088383,0.318011
13.176695,0.087989,0.318192
13.181697,0.087804,0.318313
13.186699,0.087418,0.318496
13.191701,0.087203,0.318618
13.196703,0.086785,0.318802
13.201705,0.086444,0.318925
13.206707,0.116070,0.316164
13.211709,0.116351,0.316278
13.216711,0.116807,0.316449
13.221713,0.117182,0.316563
13.226715,0.117594,0.316736
13.231717,0.117874,0.316852
13.236719,0.118232,0.317026
13.241721,0.118485,0.317143
13.246723,0.118828,0.317319
13.251725,0.119063,0.317437
13.256727,0.119433,0.317614
13.261729,0.119664,0.317733
13.266731,0.120011,0.317912
13.271733,0.120281,0.318032
13.276735,0.120644,0.318213
13.281737,0.120811,0.318334
13.286739,0.121114,0.318517
13.291741,0.121380,0.318639
13.296743,0.121691,0.318823
13.301745,0.121944,0.318946
13.306747,0.135675,0.316185
13.311749,0.136124,0.316298
13.316751,0.136739,0.316470
13.321754,0.137147,0.316584
13.326756,0.137719,0.316757
13.331758,0.138103,0.316873
13.336760,0.138678,0.317047
13.341762,0.139041,0.317164
13.346764,0.139545,0.317340
13.351766,0.139884,0.317457
13.356768,0.140357,0.317635
13.361770,0.140673,0.317754
13.366772,0.141151,0.317933
13.371774,0.141441,0.318053
13.376776,0.141862,0.318234
13.381778,0.142147,0.318355
13.386780,0.142590,0.318537
13.391782,0.142865,0.318660
13.396784,0.143277,0.318844
13.401786,0.143601,0.318967
13.406788,0.142955,0.316205
13.411790,0.143378,0.316319
13.416792,0.144020,0.316490
13.421794,0.144426,0.316604
13.426796,0.145082,0.316777
13.431798,0.145531,0.316893
13.436800,0.146193,0.317067
13.441802,0.146618,0.317184
13.446804,0.147241,0.317360
13.451806,0.147657,0.317478
13.456808,0.148278,0.317655
13.461810,0.148672,0.317774
13.466812,0.149249,0.317953
13.471814,0.149637,0.318073
13.476816,0.150213,0.318254
13.481818,0.150575,0.318375
13.486820,0.151108,0.318557
13.491822,0.151446,0.318680
13.496824,0.152001,0.318864
13.501826,0.152372,0.318987
13.506828,0.125101,0.316225
13.511830,0.125257,0.316339
13.516832,0.125459,0.316510
13.521834,0.125615,0.316624
13.526836,0.125836,0.316797
13.531838,0.125947,0.316913
13.536840,0.126108,0.317087
13.541842,0.126203,0.317204
13.546844,0.126376,0.317380
13.551847,0.126485,0.317497
13.556849,0.126630,0.317675
13.561851,0.126744,0.317794
13.566853,0.126924,0.317973
13.571855,0.127046,0.318093
13.576857,0.127164,0.318274
13.581859,0.127210,0.318395
13.586861,0.127266,0.318577
13.591863,0.127312,0.318699
13.596865,0.127351,0.318883
13.601867,0.127393,0.319007
13.606869,0.124005,0.316244
13.611871,0.124138,0.316358
13.616873,0.124398,0.316529
13.621875,0.124594,0.316644
13.626877,0.124839,0.316816
13.631879,0.124988,0.316932
13.636881,0.125160,0.317106
13.641883,0.125252,0.317223
13.646885,0.125389,0.317399
13.651887,0.125470,0.317517
13.656889,0.125566,0.317694
13.661891,0.125653,0.317813
13.666893,0.125773,0.317992
13.671895,0.125807,0.318112
13.676897,0.125866,0.318293
13.681899,0.125885,0.318414
13.686901,0.125891,0.318596
13.691903,0.125891,0.318719
13.696905,0.125921,0.318903
13.701907,0.125944,0.319026
13.706909,0.078362,0.316263
13.711911,0.078232,0.316377
13.716913,0.078026,0.316548
13.721915,0.077870,0.316663
13.726917,0.077612,0.316835
13.731919,0.077427,0.316951
13.736921,0.077132,0.317125
13.741923,0.076921,0.317242
13.746925,0.076609,0.317418
13.751927,0.076404,0.317536
13.756929,0.076088,0.317713
13.761931,0.075864,0.317832
13.766933,0.075507,0.318011
13.771935,0.075251,0.318131
13.776937,0.074849,0.318312
13.781940,0.074582,0.318433
13.786942,0.074180,0.318615
13.791944,0.073905,0.318737
13.796946,0.073483,0.318921
13.801948,0.073204,0.319045
13.806950,0.100698,0.316282
13.811952,0.100510,0.316395
13.816954,0.100261,0.316567
13.821956,0.100080,0.316681
13.826958,0.099820,0.316854
13.831960,0.099632,0.316969
13.836962,0.099379,0.317144
13.841964,0.099205,0.317260
13.846966,0.098947,0.317436
13.851968,0.098777,0.317554
13.856970,0.098506,0.317732
13.861972,0.098327,0.317850
13.866974,0.098053,0.318029
13.871976,0.097882,0.318149
13.876978,0.097595,0.318330
13.881980,0.097383,0.318451
13.886982,0.097084,0.318634
13.891984,0.096875,0.318756
13.896986,0.096554,0.318940
13.901988,0.096330,0.319063
13.906990,0.107829,0.316300
13.911992,0.107777,0.316414
13.916994,0.107657,0.316585
13.921996,0.107597,0.316699
13.926998,0.107482,0.316872
13.932000,0.107418,0.316988
13.937002,0.107322,0.317162
13.942004,0.107266,0.317279
13.947006,0.107216,0.317454
13.952008,0.107166,0.317572
13.957010,0.107120,0.317750
